app_id,ccu,owners,avg_playtime_min,ccu_at_1yr,ccu_peak
1110910,9,"500,000 .. 1,000,000",333,377.0,1930.0
2653940,9,"100,000 .. 200,000",387,136.0,645.0
1413660,9,"0 .. 20,000",277,20.0,194.0
729000,9,"200,000 .. 500,000",354,147.0,337.0
1591530,9,"50,000 .. 100,000",559,103.0,1838.0
982290,9,"200,000 .. 500,000",478,54.0,1120.0
674930,9,"100,000 .. 200,000",741,117.0,1083.0
1242980,9,"20,000 .. 50,000",206,44.0,565.0
1000410,9,"200,000 .. 500,000",708,22.0,504.0
1799930,9,"50,000 .. 100,000",348,36.0,286.0
1311510,8,"0 .. 20,000",182,3.0,10.0
1158890,8,"50,000 .. 100,000",114,4.0,225.0
2123640,8,"50,000 .. 100,000",332,16.0,386.0
1190170,8,"50,000 .. 100,000",190,108.0,391.0
1432100,8,"200,000 .. 500,000",380,31.0,307.0
1108590,8,"200,000 .. 500,000",322,83.0,719.0
1314000,8,"100,000 .. 200,000",377,46.0,453.0
1553000,8,"100,000 .. 200,000",1254,35.0,1276.0
1658290,8,"100,000 .. 200,000",843,50.0,1038.0
2059660,8,"20,000 .. 50,000",96,15.0,128.0
2398170,8,"50,000 .. 100,000",147,77.0,512.0
2006140,8,"20,000 .. 50,000",107,31.0,296.0
1924360,8,"20,000 .. 50,000",335,45.0,352.0
1937620,8,"0 .. 20,000",1446,79.0,276.0
2060590,8,"0 .. 20,000",484,81.0,201.0
1157220,8,"100,000 .. 200,000",350,148.0,908.0
2304640,8,"0 .. 20,000",175,18.0,113.0
1608230,8,"200,000 .. 500,000",323,70.0,811.0
824550,8,"500,000 .. 1,000,000",1334,132.0,21909.0
1390410,8,"100,000 .. 200,000",490,31.0,765.0
1783360,8,"20,000 .. 50,000",346,17.0,195.0
720560,8,"200,000 .. 500,000",684,173.0,1146.0
1194810,8,"200,000 .. 500,000",1505,35.0,2996.0
2001340,8,"0 .. 20,000",0,16.0,139.0
1285670,8,"1,000,000 .. 2,000,000",85,30.0,123.0
1160220,8,"500,000 .. 1,000,000",664,140.0,291.0
2014380,8,"20,000 .. 50,000",813,82.0,465.0
826940,8,"50,000 .. 100,000",187,68.0,161.0
1638230,8,"50,000 .. 100,000",864,131.0,762.0
1135910,7,"20,000 .. 50,000",1387,36.0,402.0
1182310,7,"200,000 .. 500,000",321,28.0,227.0
1283230,7,"20,000 .. 50,000",167,25.0,371.0
1373960,7,"200,000 .. 500,000",245,58.0,1105.0
1108000,7,"100,000 .. 200,000",309,60.0,284.0
1235100,7,"0 .. 20,000",223,7.0,65.0
1231990,7,"50,000 .. 100,000",390,30.0,365.0
1244950,7,"100,000 .. 200,000",291,24.0,551.0
1046790,7,"50,000 .. 100,000",66,25.0,74.0
1227780,7,"100,000 .. 200,000",851,48.0,629.0
1137350,7,"50,000 .. 100,000",438,19.0,278.0
1913210,7,"20,000 .. 50,000",349,22.0,1428.0
1309950,7,"100,000 .. 200,000",122,23.0,218.0
1279630,7,"100,000 .. 200,000",233,23.0,181.0
1759380,7,"50,000 .. 100,000",676,51.0,1356.0
1046300,7,"20,000 .. 50,000",847,30.0,249.0
1037130,7,"50,000 .. 100,000",643,89.0,431.0
1889930,7,"0 .. 20,000",314,41.0,623.0
1867510,7,"20,000 .. 50,000",177,34.0,208.0
1776380,7,"100,000 .. 200,000",1737,104.0,4420.0
2378620,7,"200,000 .. 500,000",439,49.0,1110.0
1574310,6,"200,000 .. 500,000",475,22.0,724.0
1607240,6,"50,000 .. 100,000",119,22.0,270.0
269190,6,"200,000 .. 500,000",249,64.0,731.0
1454970,6,"100,000 .. 200,000",248,31.0,399.0
2095340,6,"100,000 .. 200,000",99,21.0,345.0
1660840,6,"0 .. 20,000",588,35.0,239.0
1386900,6,"200,000 .. 500,000",246,28.0,181.0
1747760,6,"100,000 .. 200,000",389,65.0,867.0
1298140,6,"100,000 .. 200,000",532,34.0,289.0
962580,6,"200,000 .. 500,000",984,90.0,989.0
593150,6,"100,000 .. 200,000",956,66.0,1014.0
1069530,6,"0 .. 20,000",1520,13.0,159.0
1710540,6,"20,000 .. 50,000",770,11.0,139.0
1866180,6,"200,000 .. 500,000",141,38.0,1188.0
1839940,6,"50,000 .. 100,000",989,38.0,430.0
1003090,6,"50,000 .. 100,000",296,23.0,301.0
1221250,6,"200,000 .. 500,000",193,46.0,111.0
1334730,6,"100,000 .. 200,000",162,22.0,146.0
1491670,6,"200,000 .. 500,000",92,17.0,153.0
1186640,6,"500,000 .. 1,000,000",242,94.0,585.0
1257360,6,"200,000 .. 500,000",242,27.0,677.0
1823930,6,"50,000 .. 100,000",248,7.0,317.0
2366970,6,"100,000 .. 200,000",299,88.0,160.0
1546310,6,"20,000 .. 50,000",415,17.0,89.0
1634150,6,"200,000 .. 500,000",109,25.0,170.0
1446350,6,"0 .. 20,000",243,9.0,90.0
1299690,6,"20,000 .. 50,000",281,19.0,249.0
2544110,6,"100,000 .. 200,000",492,94.0,502.0
1233260,6,"100,000 .. 200,000",1120,42.0,1923.0
1477940,6,"20,000 .. 50,000",156,16.0,276.0
824000,6,"100,000 .. 200,000",511,76.0,560.0
2097230,6,"100,000 .. 200,000",346,27.0,534.0
1373430,6,"0 .. 20,000",354,49.0,616.0
1122120,6,"50,000 .. 100,000",923,46.0,305.0
865680,6,"50,000 .. 100,000",111,41.0,268.0
1457080,6,"200,000 .. 500,000",680,38.0,2984.0
2737300,6,"20,000 .. 50,000",187,11.0,103.0
598550,6,"20,000 .. 50,000",258,47.0,319.0
2313020,6,"20,000 .. 50,000",143,80.0,1445.0
1140290,6,"0 .. 20,000",1579,104.0,651.0
1296360,5,"200,000 .. 500,000",629,52.0,648.0
1955230,5,"50,000 .. 100,000",266,21.0,228.0
1577250,5,"50,000 .. 100,000",100,20.0,119.0
1421490,5,"20,000 .. 50,000",70,13.0,156.0
910830,5,"100,000 .. 200,000",775,37.0,246.0
2633500,5,"20,000 .. 50,000",344,16.0,37.0
1472930,5,"0 .. 20,000",342,7.0,80.0
1229580,5,"0 .. 20,000",307,19.0,177.0
1921480,5,"0 .. 20,000",0,9.0,165.0
1538970,5,"100,000 .. 200,000",676,77.0,2915.0
1173220,5,"100,000 .. 200,000",289,26.0,926.0
1265780,5,"100,000 .. 200,000",205,13.0,502.0
1843310,5,"20,000 .. 50,000",289,22.0,536.0
866140,5,"200,000 .. 500,000",252,16.0,178.0
1232460,5,"50,000 .. 100,000",136,14.0,164.0
1057750,5,"100,000 .. 200,000",224,87.0,408.0
2362090,5,"20,000 .. 50,000",46,6.0,35.0
1658920,5,"0 .. 20,000",918,,
2153350,5,"100,000 .. 200,000",137,36.0,285.0
1186040,5,"200,000 .. 500,000",586,49.0,649.0
1659600,5,"20,000 .. 50,000",138,42.0,370.0
1361400,5,"20,000 .. 50,000",157,11.0,176.0
2238040,5,"20,000 .. 50,000",265,20.0,133.0
914750,5,"100,000 .. 200,000",2748,21.0,80.0
906100,5,"200,000 .. 500,000",306,78.0,1027.0
1331210,5,"100,000 .. 200,000",8297,14.0,147.0
1370140,5,"20,000 .. 50,000",405,34.0,304.0
2851150,5,"20,000 .. 50,000",863,17.0,280.0
1324530,5,"100,000 .. 200,000",139,87.0,929.0
1981610,5,"200,000 .. 500,000",273,43.0,260.0
1872680,5,"20,000 .. 50,000",301,20.0,167.0
1426010,5,"100,000 .. 200,000",1203,41.0,238.0
2305500,5,"20,000 .. 50,000",417,24.0,1016.0
994140,5,"200,000 .. 500,000",216,34.0,208.0
1233590,5,"100,000 .. 200,000",200,21.0,1204.0
2235020,5,"50,000 .. 100,000",70,37.0,242.0
1919470,4,"100,000 .. 200,000",154,13.0,64.0
1561340,4,"0 .. 20,000",164,11.0,61.0
1036890,4,"500,000 .. 1,000,000",323,79.0,1621.0
363860,4,"20,000 .. 50,000",226,31.0,142.0
1543710,4,"20,000 .. 50,000",128,,
1085220,4,"20,000 .. 50,000",222,30.0,62.0
1962430,4,"20,000 .. 50,000",902,19.0,702.0
1438480,4,"0 .. 20,000",0,3.0,29.0
1259380,4,"0 .. 20,000",5,12.0,17.0
720350,4,"0 .. 20,000",287,13.0,80.0
1101360,4,"100,000 .. 200,000",262,39.0,129.0
1214650,4,"100,000 .. 200,000",288,59.0,3731.0
1121420,4,"50,000 .. 100,000",350,26.0,363.0
1296450,4,"0 .. 20,000",611,14.0,181.0
1521970,4,"100,000 .. 200,000",600,18.0,955.0
1229460,4,"100,000 .. 200,000",369,117.0,940.0
2076580,4,"20,000 .. 50,000",118,14.0,152.0
541310,4,"0 .. 20,000",32,6.0,46.0
854940,4,"100,000 .. 200,000",2807,25.0,232.0
1726120,4,"100,000 .. 200,000",91,10.0,310.0
878670,4,"50,000 .. 100,000",453,25.0,327.0
1370050,4,"200,000 .. 500,000",137,51.0,831.0
1730680,4,"100,000 .. 200,000",352,28.0,730.0
1273560,4,"0 .. 20,000",167,13.0,130.0
1333200,4,"200,000 .. 500,000",280,75.0,992.0
1095120,4,"0 .. 20,000",743,17.0,42.0
829280,4,"20,000 .. 50,000",98,15.0,128.0
1484900,4,"100,000 .. 200,000",129,11.0,322.0
2304440,4,"0 .. 20,000",270,17.0,145.0
1167140,4,"200,000 .. 500,000",357,126.0,1340.0
2596420,4,"0 .. 20,000",0,9.0,86.0
1755100,4,"0 .. 20,000",179,12.0,61.0
762840,4,"100,000 .. 200,000",86,9.0,164.0
730430,4,"0 .. 20,000",330,19.0,121.0
1269640,4,"100,000 .. 200,000",299,33.0,175.0
1266030,4,"50,000 .. 100,000",289,85.0,500.0
2206210,4,"50,000 .. 100,000",458,23.0,95.0
1430220,4,"20,000 .. 50,000",221,37.0,302.0
1409830,4,"50,000 .. 100,000",195,23.0,472.0
1252830,4,"0 .. 20,000",159,7.0,42.0
1921980,4,"500,000 .. 1,000,000",0,9.0,52.0
924750,4,"0 .. 20,000",688,22.0,236.0
609920,4,"200,000 .. 500,000",125,22.0,153.0
1736290,4,"50,000 .. 100,000",164,40.0,131.0
1336180,4,"50,000 .. 100,000",395,58.0,789.0
2652000,4,"20,000 .. 50,000",84,47.0,414.0
1042380,4,"100,000 .. 200,000",652,91.0,478.0
1375400,4,"50,000 .. 100,000",185,19.0,257.0
2139300,4,"0 .. 20,000",0,12.0,298.0
1319460,4,"20,000 .. 50,000",195,12.0,123.0
1119700,4,"50,000 .. 100,000",330,117.0,1499.0
762940,4,"0 .. 20,000",567,14.0,196.0
938560,4,"200,000 .. 500,000",184,68.0,421.0
1144770,4,"200,000 .. 500,000",199,16.0,2695.0
721180,4,"0 .. 20,000",0,14.0,76.0
1661630,4,"100,000 .. 200,000",185,96.0,1085.0
1135260,4,"50,000 .. 100,000",474,6.0,52.0
1519710,4,"0 .. 20,000",71,4.0,46.0
890720,4,"100,000 .. 200,000",284,52.0,123.0
1982340,4,"20,000 .. 50,000",108,22.0,102.0
2275150,4,"100,000 .. 200,000",164,24.0,113.0
2138090,4,"0 .. 20,000",129,33.0,588.0
898890,4,"50,000 .. 100,000",257,20.0,241.0
1403440,4,"50,000 .. 100,000",420,19.0,555.0
1351210,4,"20,000 .. 50,000",146,28.0,851.0
1393370,4,"20,000 .. 50,000",424,20.0,977.0
1084640,4,"100,000 .. 200,000",284,41.0,163.0
1205900,3,"20,000 .. 50,000",160,8.0,51.0
944920,3,"50,000 .. 100,000",141,10.0,66.0
1580180,3,"50,000 .. 100,000",537,21.0,180.0
1107790,3,"100,000 .. 200,000",151,18.0,294.0
1061880,3,"200,000 .. 500,000",547,54.0,731.0
1191900,3,"100,000 .. 200,000",110,37.0,83.0
1946700,3,"50,000 .. 100,000",497,33.0,697.0
1140890,3,"100,000 .. 200,000",1125,18.0,218.0
1011190,3,"100,000 .. 200,000",306,16.0,317.0
861250,3,"200,000 .. 500,000",432,23.0,435.0
1998330,3,"0 .. 20,000",1319,27.0,106.0
2231190,3,"0 .. 20,000",112,17.0,158.0
1225580,3,"100,000 .. 200,000",440,14.0,43.0
612570,3,"200,000 .. 500,000",3138,42.0,539.0
1062110,3,"100,000 .. 200,000",329,39.0,233.0
1708010,3,"200,000 .. 500,000",237,65.0,601.0
1164050,3,"100,000 .. 200,000",118,31.0,100.0
2229940,3,"0 .. 20,000",126,5.0,168.0
1097110,3,"0 .. 20,000",226,10.0,67.0
889910,3,"50,000 .. 100,000",483,25.0,274.0
1523650,3,"0 .. 20,000",55,9.0,120.0
1335230,3,"50,000 .. 100,000",347,8.0,406.0
1771360,3,"50,000 .. 100,000",248,8.0,56.0
948640,3,"20,000 .. 50,000",6765,51.0,285.0
1608700,3,"20,000 .. 50,000",227,,
1574270,3,"100,000 .. 200,000",172,35.0,235.0
2535440,3,"0 .. 20,000",133,9.0,227.0
1333470,3,"50,000 .. 100,000",364,11.0,109.0
1582680,3,"20,000 .. 50,000",98,17.0,147.0
1530470,3,"0 .. 20,000",276,23.0,193.0
1610460,3,"20,000 .. 50,000",634,70.0,335.0
2316580,3,"20,000 .. 50,000",514,25.0,232.0
581660,3,"50,000 .. 100,000",102,19.0,208.0
1911360,3,"200,000 .. 500,000",164,15.0,231.0
1959390,3,"20,000 .. 50,000",369,17.0,51.0
2060790,3,"20,000 .. 50,000",464,8.0,59.0
1385100,3,"50,000 .. 100,000",112,144.0,355.0
1782330,3,"20,000 .. 50,000",189,31.0,179.0
1099640,3,"50,000 .. 100,000",183,11.0,199.0
1049710,3,"50,000 .. 100,000",245,5.0,47.0
1345820,3,"100,000 .. 200,000",173,74.0,232.0
773370,3,"200,000 .. 500,000",147,38.0,731.0
1942010,3,"50,000 .. 100,000",50,5.0,75.0
916350,3,"100,000 .. 200,000",96,3.0,6.0
814680,3,"100,000 .. 200,000",689,23.0,158.0
1119600,3,"50,000 .. 100,000",627,53.0,341.0
1137450,3,"100,000 .. 200,000",427,13.0,67.0
1132910,3,"50,000 .. 100,000",518,10.0,100.0
1220150,3,"200,000 .. 500,000",1936,50.0,286.0
1341050,3,"0 .. 20,000",385,10.0,94.0
1297330,3,"0 .. 20,000",110,9.0,74.0
2437040,3,"50,000 .. 100,000",37,6.0,543.0
1393750,3,"100,000 .. 200,000",375,26.0,231.0
1600910,2,"0 .. 20,000",0,4.0,90.0
985950,2,"20,000 .. 50,000",2435,35.0,277.0
1896880,2,"20,000 .. 50,000",16,5.0,14.0
1932160,2,"50,000 .. 100,000",204,22.0,335.0
598730,2,"20,000 .. 50,000",429,14.0,63.0
2337820,2,"0 .. 20,000",311,26.0,316.0
1346010,2,"20,000 .. 50,000",73,17.0,680.0
1147330,2,"50,000 .. 100,000",110,5.0,54.0
1294420,2,"200,000 .. 500,000",165,25.0,419.0
1783680,2,"0 .. 20,000",788,7.0,73.0
1867530,2,"50,000 .. 100,000",151,27.0,168.0
702680,2,"20,000 .. 50,000",165,9.0,56.0
374190,2,"100,000 .. 200,000",598,54.0,639.0
1114290,2,"50,000 .. 100,000",90,8.0,353.0
1399700,2,"20,000 .. 50,000",607,5.0,125.0
1016790,2,"200,000 .. 500,000",1376,15.0,168.0
1423600,2,"20,000 .. 50,000",19,77.0,670.0
1514930,2,"200,000 .. 500,000",166,9.0,125.0
809060,2,"0 .. 20,000",171,16.0,81.0
941570,2,"50,000 .. 100,000",231,20.0,65.0
967390,2,"50,000 .. 100,000",206,12.0,153.0
1678420,2,"200,000 .. 500,000",108,,
1098770,2,"0 .. 20,000",6,16.0,105.0
465100,2,"100,000 .. 200,000",268,19.0,196.0
679110,2,"200,000 .. 500,000",238,18.0,66.0
1502560,2,"20,000 .. 50,000",375,21.0,36.0
1263070,2,"100,000 .. 200,000",311,9.0,292.0
1248080,2,"20,000 .. 50,000",15,43.0,115.0
1581480,2,"20,000 .. 50,000",1162,23.0,140.0
1575470,2,"50,000 .. 100,000",147,9.0,96.0
1223910,2,"20,000 .. 50,000",178,20.0,98.0
2794770,2,"0 .. 20,000",78,14.0,115.0
1041920,2,"100,000 .. 200,000",137,15.0,38.0
733210,2,"0 .. 20,000",24,12.0,103.0
1172650,2,"500,000 .. 1,000,000",369,59.0,167.0
1000760,2,"100,000 .. 200,000",328,27.0,308.0
2738750,2,"0 .. 20,000",99,4.0,57.0
1946070,2,"20,000 .. 50,000",52,13.0,155.0
1602560,2,"20,000 .. 50,000",119,5.0,84.0
1345760,2,"0 .. 20,000",122,18.0,132.0
1015940,2,"0 .. 20,000",158,3.0,12.0
1998450,2,"50,000 .. 100,000",184,9.0,594.0
1307660,2,"50,000 .. 100,000",239,8.0,413.0
1304340,2,"0 .. 20,000",112,91.0,561.0
1350200,2,"100,000 .. 200,000",355,46.0,385.0
1178210,2,"0 .. 20,000",439,17.0,98.0
995980,2,"100,000 .. 200,000",1243,55.0,453.0
1071130,2,"100,000 .. 200,000",53,8.0,50.0
840210,2,"50,000 .. 100,000",169,9.0,319.0
1506510,2,"50,000 .. 100,000",22,6.0,110.0
1184760,2,"100,000 .. 200,000",438,14.0,329.0
1104380,2,"100,000 .. 200,000",160,37.0,137.0
1671360,2,"100,000 .. 200,000",18,3.0,63.0
1612780,2,"50,000 .. 100,000",860,28.0,823.0
2223740,2,"0 .. 20,000",8,13.0,49.0
1960110,2,"20,000 .. 50,000",0,21.0,607.0
1125910,2,"20,000 .. 50,000",280,15.0,119.0
730390,2,"0 .. 20,000",164,19.0,176.0
1539620,2,"0 .. 20,000",237,8.0,174.0
969760,2,"200,000 .. 500,000",1070,28.0,251.0
1162130,2,"50,000 .. 100,000",211,144.0,344.0
986310,2,"0 .. 20,000",63,2.0,51.0
1924430,2,"20,000 .. 50,000",544,33.0,179.0
1630110,2,"50,000 .. 100,000",98,16.0,85.0
2516170,2,"0 .. 20,000",34,5.0,14.0
1012570,2,"20,000 .. 50,000",104,6.0,307.0
1246250,2,"0 .. 20,000",111,2.0,58.0
2131010,2,"100,000 .. 200,000",54,6.0,169.0
1150950,2,"200,000 .. 500,000",373,43.0,188.0
1614270,2,"20,000 .. 50,000",401,13.0,71.0
1325890,2,"100,000 .. 200,000",223,3.0,73.0
2769080,2,"0 .. 20,000",511,19.0,126.0
1983970,2,"100,000 .. 200,000",354,14.0,827.0
1499120,2,"50,000 .. 100,000",184,20.0,210.0
1668530,2,"0 .. 20,000",0,2.0,133.0
1371690,2,"50,000 .. 100,000",170,14.0,305.0
1912380,2,"0 .. 20,000",451,2.0,65.0
762220,2,"100,000 .. 200,000",461,20.0,83.0
1110050,2,"200,000 .. 500,000",101,5.0,52.0
725270,2,"20,000 .. 50,000",278,6.0,75.0
865610,2,"1,000,000 .. 2,000,000",171,20.0,423.0
946030,2,"100,000 .. 200,000",36,14.0,124.0
254370,2,"50,000 .. 100,000",75,15.0,1216.0
1456880,2,"50,000 .. 100,000",123,7.0,75.0
1976950,2,"100,000 .. 200,000",114,15.0,684.0
989440,2,"200,000 .. 500,000",1061,9.0,1584.0
1733240,2,"50,000 .. 100,000",252,13.0,157.0
1353270,2,"200,000 .. 500,000",184,20.0,247.0
628200,2,"100,000 .. 200,000",273,18.0,301.0
968370,2,"20,000 .. 50,000",161,5.0,31.0
1671410,2,"100,000 .. 200,000",224,16.0,220.0
1430680,2,"20,000 .. 50,000",377,37.0,144.0
2162020,2,"0 .. 20,000",184,8.0,53.0
1368130,2,"50,000 .. 100,000",606,91.0,1412.0
858030,2,"0 .. 20,000",0,3.0,19.0
2602020,2,"0 .. 20,000",1235,17.0,76.0
1045180,2,"20,000 .. 50,000",236,13.0,178.0
739080,2,"100,000 .. 200,000",372,20.0,158.0
840390,2,"20,000 .. 50,000",75,17.0,647.0
1421790,2,"100,000 .. 200,000",107,41.0,535.0
1399080,2,"20,000 .. 50,000",392,9.0,1253.0
1015890,2,"20,000 .. 50,000",16,13.0,103.0
2243670,1,"0 .. 20,000",0,2.0,7.0
1139280,1,"20,000 .. 50,000",304,10.0,112.0
2660410,1,"0 .. 20,000",0,2.0,5.0
2081400,1,"50,000 .. 100,000",170,26.0,1321.0
968870,1,"50,000 .. 100,000",254,22.0,89.0
985900,1,"20,000 .. 50,000",12,14.0,254.0
1405790,1,"50,000 .. 100,000",1471,18.0,78.0
1568970,1,"0 .. 20,000",165,,
1310330,1,"50,000 .. 100,000",1195,11.0,265.0
1422420,1,"20,000 .. 50,000",224,9.0,166.0
1579280,1,"50,000 .. 100,000",0,,
1229420,1,"0 .. 20,000",278,5.0,270.0
1402320,1,"100,000 .. 200,000",379,63.0,193.0
690120,1,"50,000 .. 100,000",0,2.0,27.0
1674640,1,"20,000 .. 50,000",12,4.0,46.0
1190400,1,"0 .. 20,000",909,16.0,236.0
1154040,1,"200,000 .. 500,000",293,134.0,1677.0
2146570,1,"0 .. 20,000",377,4.0,74.0
1592540,1,"50,000 .. 100,000",4,6.0,46.0
1497360,1,"20,000 .. 50,000",181,4.0,62.0
982720,1,"100,000 .. 200,000",664,20.0,317.0
2103680,1,"20,000 .. 50,000",129,27.0,229.0
1209410,1,"50,000 .. 100,000",76,30.0,593.0
3061910,1,"0 .. 20,000",0,1.0,3.0
1843540,1,"20,000 .. 50,000",164,14.0,52.0
750200,1,"20,000 .. 50,000",47,8.0,47.0
1154790,1,"200,000 .. 500,000",321,6.0,120.0
2015960,1,"0 .. 20,000",0,4.0,31.0
1113570,1,"50,000 .. 100,000",285,33.0,1245.0
2193050,1,"20,000 .. 50,000",212,16.0,90.0
347800,1,"200,000 .. 500,000",900,20.0,670.0
762180,1,"50,000 .. 100,000",15,1.0,8.0
1284090,1,"0 .. 20,000",6,5.0,9.0
1369520,1,"20,000 .. 50,000",365,7.0,80.0
1115780,1,"200,000 .. 500,000",180,31.0,146.0
1662480,1,"0 .. 20,000",40,6.0,64.0
1191260,1,"0 .. 20,000",13,22.0,85.0
1223500,1,"100,000 .. 200,000",98,18.0,45.0
1050370,1,"20,000 .. 50,000",0,4.0,50.0
1178140,1,"0 .. 20,000",38,3.0,15.0
1619230,1,"20,000 .. 50,000",370,9.0,82.0
1831700,1,"0 .. 20,000",0,3.0,14.0
1225590,1,"200,000 .. 500,000",171,14.0,82.0
1082680,1,"50,000 .. 100,000",432,6.0,165.0
1302050,1,"20,000 .. 50,000",2081,7.0,108.0
1532460,1,"0 .. 20,000",0,0.0,50.0
2562900,1,"0 .. 20,000",2118,1.0,10.0
959860,1,"20,000 .. 50,000",302,9.0,195.0
599610,1,"50,000 .. 100,000",309,9.0,41.0
883360,1,"200,000 .. 500,000",105,14.0,138.0
1640320,1,"0 .. 20,000",345,4.0,26.0
1651960,1,"200,000 .. 500,000",137,52.0,1498.0
596000,1,"0 .. 20,000",157,5.0,28.0
1337530,1,"100,000 .. 200,000",23,4.0,22.0
1121780,1,"50,000 .. 100,000",236,6.0,222.0
623280,1,"200,000 .. 500,000",809,40.0,9821.0
1991300,1,"0 .. 20,000",711,5.0,59.0
1424980,1,"100,000 .. 200,000",133,10.0,112.0
1001800,1,"50,000 .. 100,000",162,13.0,91.0
1267930,1,"0 .. 20,000",0,2.0,5.0
1377920,1,"0 .. 20,000",14,3.0,7.0
1540350,1,"20,000 .. 50,000",377,,
768450,1,"20,000 .. 50,000",149,6.0,66.0
735290,1,"50,000 .. 100,000",78,17.0,85.0
593640,1,"50,000 .. 100,000",11,6.0,73.0
1544360,1,"200,000 .. 500,000",89,54.0,331.0
922050,1,"0 .. 20,000",355,14.0,52.0
2471130,1,"20,000 .. 50,000",0,1.0,4.0
1309620,1,"0 .. 20,000",51,10.0,99.0
931310,1,"20,000 .. 50,000",259,5.0,18.0
1277130,1,"0 .. 20,000",398,7.0,74.0
910490,1,"200,000 .. 500,000",780,42.0,2769.0
1035560,1,"0 .. 20,000",180,14.0,139.0
817020,1,"50,000 .. 100,000",0,2.0,40.0
1164060,1,"0 .. 20,000",227,1.0,7.0
1024480,1,"200,000 .. 500,000",118,17.0,413.0
1969440,1,"20,000 .. 50,000",400,15.0,187.0
2556990,1,"200,000 .. 500,000",999,56.0,584.0
695330,1,"100,000 .. 200,000",216,32.0,438.0
1419620,1,"0 .. 20,000",0,5.0,28.0
2161620,1,"0 .. 20,000",0,5.0,54.0
2104880,1,"0 .. 20,000",0,3.0,66.0
2008510,1,"50,000 .. 100,000",78,5.0,37.0
1672310,1,"0 .. 20,000",142,11.0,104.0
1903910,1,"50,000 .. 100,000",25,3.0,56.0
2060870,1,"50,000 .. 100,000",227,6.0,97.0
2172180,1,"500,000 .. 1,000,000",0,2.0,7.0
1640630,1,"100,000 .. 200,000",407,,
1546920,1,"50,000 .. 100,000",264,11.0,91.0
1058690,1,"0 .. 20,000",0,5.0,24.0
926580,1,"50,000 .. 100,000",147,22.0,261.0
1075200,1,"0 .. 20,000",1550,24.0,55.0
1451080,1,"50,000 .. 100,000",764,15.0,931.0
951750,1,"0 .. 20,000",265,8.0,42.0
1989320,1,"0 .. 20,000",0,6.0,34.0
1170060,1,"100,000 .. 200,000",120,12.0,77.0
794960,1,"0 .. 20,000",334,6.0,15.0
1146310,1,"200,000 .. 500,000",674,24.0,325.0
1739900,1,"20,000 .. 50,000",62,4.0,88.0
1293730,1,"100,000 .. 200,000",897,7.0,164.0
1905020,1,"100,000 .. 200,000",7,5.0,273.0
1811040,1,"50,000 .. 100,000",2961,13.0,98.0
1037120,1,"0 .. 20,000",170,7.0,28.0
1650810,1,"50,000 .. 100,000",340,4.0,372.0
1301950,1,"0 .. 20,000",161,8.0,51.0
2543760,1,"0 .. 20,000",244,6.0,187.0
1600370,1,"0 .. 20,000",389,12.0,170.0
2215540,1,"0 .. 20,000",0,4.0,27.0
2450820,1,"0 .. 20,000",19,8.0,30.0
1213750,1,"0 .. 20,000",105,20.0,257.0
1422410,1,"20,000 .. 50,000",133,3.0,103.0
2082270,1,"0 .. 20,000",0,6.0,14.0
1432850,1,"0 .. 20,000",0,12.0,98.0
2081470,1,"0 .. 20,000",406,10.0,75.0
1183850,1,"20,000 .. 50,000",0,3.0,15.0
899310,1,"100,000 .. 200,000",268,20.0,141.0
1122680,1,"100,000 .. 200,000",247,10.0,64.0
1042670,1,"100,000 .. 200,000",281,7.0,385.0
912570,1,"0 .. 20,000",313,11.0,175.0
1195360,1,"0 .. 20,000",155,2.0,27.0
989790,1,"0 .. 20,000",113,4.0,28.0
1666250,1,"20,000 .. 50,000",382,6.0,259.0
1060210,1,"50,000 .. 100,000",261,16.0,148.0
1647730,0,"0 .. 20,000",99,1.0,14.0
1617220,0,"0 .. 20,000",721,3.0,47.0
1177030,0,"0 .. 20,000",28,1.0,14.0
1280300,0,"20,000 .. 50,000",42,3.0,20.0
1781010,0,"0 .. 20,000",0,3.0,9.0
945680,0,"20,000 .. 50,000",17,3.0,14.0
1386870,0,"0 .. 20,000",0,3.0,12.0
1346400,0,"50,000 .. 100,000",29,3.0,7.0
1468380,0,"0 .. 20,000",0,1.0,9.0
2662630,0,"0 .. 20,000",0,0.0,0.0
1505430,0,"0 .. 20,000",0,0.0,6.0
1383250,0,"20,000 .. 50,000",76,6.0,67.0
1400970,0,"0 .. 20,000",0,0.0,0.0
1586880,0,"0 .. 20,000",0,7.0,27.0
2493360,0,"20,000 .. 50,000",0,0.0,2.0
2337640,0,"0 .. 20,000",64,37.0,378.0
1130710,0,"0 .. 20,000",0,1.0,8.0
1060600,0,"50,000 .. 100,000",33,12.0,39.0
1139870,0,"20,000 .. 50,000",31,7.0,76.0
975150,0,"20,000 .. 50,000",0,4.0,29.0
1095040,0,"50,000 .. 100,000",167,12.0,157.0
605800,0,"0 .. 20,000",0,3.0,18.0
1592490,0,"0 .. 20,000",0,1.0,15.0
975950,0,"0 .. 20,000",1383,3.0,33.0
1787810,0,"0 .. 20,000",0,2.0,9.0
2099990,0,"0 .. 20,000",0,1.0,2.0
1698220,0,"20,000 .. 50,000",119,8.0,60.0
1145290,0,"20,000 .. 50,000",603,4.0,205.0
3246160,0,"0 .. 20,000",0,0.0,0.0
